Adiac,STC,TEST,2,MILLISECONDS,Generated by run_classification_experiment on 08/18/2024, 11:59:09. Encoder dictionary: {'1': 0, '10': 1, '11': 2, '12': 3, '13': 4, '14': 5, '15': 6, '16': 7, '17': 8, '18': 9, '19': 10, '2': 11, '20': 12, '21': 13, '22': 14, '23': 15, '24': 16, '25': 17, '26': 18, '27': 19, '28': 20, '29': 21, '3': 22, '30': 23, '31': 24, '32': 25, '33': 26, '34': 27, '35': 28, '36': 29, '37': 30, '4': 31, '5': 32, '6': 33, '7': 34, '8': 35, '9': 36}
{'batch_size': 100, 'contract_max_n_shapelet_samples': inf, 'estimator': None, 'max_shapelet_length': None, 'max_shapelets': None, 'n_jobs': 1, 'n_shapelet_samples': 20000, 'random_state': 2, 'shapelet_quality': 'INFO_GAIN', 'time_limit_in_minutes': 0, 'transform_limit_in_minutes': 0}
0.7544757033248082,445056,12643,-1,103219200,37,N/A,-1,-1
8,8,,0.005,0.0,0.0,0.005,0.0,0.005,0.2,0.055,0.65,0.0,0.005,0.0,0.0,0.005,0.005,0.01,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.015,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
8,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,,0.015,0.0,0.01,0.03,0.015,0.0,0.01,0.015,0.845,0.0,0.005,0.005,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.015,0.0
8,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.31,0.0,0.0,0.055,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.005,0.0
8,8,,0.02,0.0,0.0,0.0,0.0,0.005,0.015,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0
8,8,,0.0,0.0,0.01,0.015,0.0,0.0,0.03,0.02,0.875,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.01,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005
9,9,,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.13,0.01,0.0,0.0,0.005,0.0,0.0,0.005,0.005,0.005,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
9,9,,0.0,0.02,0.015,0.0,0.03,0.0,0.0,0.0,0.0,0.255,0.02,0.0,0.025,0.015,0.02,0.005,0.0,0.005,0.11,0.0,0.03,0.0,0.005,0.005,0.005,0.165,0.01,0.0,0.0,0.005,0.015,0.11,0.0,0.0,0.0,0.13,0.0
9,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.265,0.0,0.0,0.0,0.005,0.0,0.0,0.05,0.015,0.03,0.0,0.0,0.01,0.005,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0
9,9,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.005,0.01,0.0,0.0,0.02,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.005,0.0
9,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805,0.145,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.005,0.005,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.01,0.0
9,9,,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.24,0.005,0.005,0.0,0.0,0.0,0.0,0.025,0.01,0.005,0.0,0.0,0.025,0.0,0.0,0.01,0.0,0.0,0.005,0.0,0.0,0.015,0.0,0.0,0.0,0.025,0.005
9,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.005,0.055,0.0,0.0,0.005,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
9,9,,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.06,0.0,0.005,0.0,0.005,0.0,0.0,0.095,0.03,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.005,0.0,0.0,0.01,0.005
9,9,,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.81,0.075,0.005,0.0,0.0,0.005,0.0,0.0,0.01,0.005,0.01,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.045,0.0,0.0,0.0,0.005,0.0
9,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.035,0.015,0.0,0.0,0.005,0.0,0.0,0.075,0.01,0.02,0.0,0.0,0.005,0.015,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.015,0.0
9,9,,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.22,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.005,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.005,0.0,0.0,0.01,0.0,0.0,0.0,0.005,0.0
9,9,,0.0,0.005,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.55,0.035,0.03,0.0,0.0,0.005,0.0,0.0,0.055,0.015,0.0,0.0,0.0,0.015,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.25,0.005,0.0,0.0,0.015,0.0
9,9,,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.425,0.005,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.0,0.0,0.0,0.0
10,28,,0.0,0.0,0.005,0.0,0.0,0.015,0.0,0.0,0.0,0.05,0.19,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.07,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.225,0.035,0.0,0.01,0.005
10,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.11,0.0,0.0,0.0,0.035,0.0,0.0,0.17,0.025,0.12,0.0,0.0,0.0,0.295,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.215,0.01,0.0
10,10,,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.69,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.005,0.005,0.23,0.0,0.0,0.0
10,9,,0.0,0.005,0.01,0.0,0.0,0.005,0.0,0.0,0.0,0.505,0.14,0.065,0.0,0.0,0.015,0.0,0.0,0.11,0.025,0.005,0.0,0.0,0.035,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.005,0.0,0.02,0.0
10,10,,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.025,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.05,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.015,0.005,0.0,0.005,0.02,0.055,0.005,0.0,0.0
10,10,,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.02,0.0,0.005,0.005,0.015,0.015,0.0,0.005,0.0
10,17,,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.12,0.17,0.0,0.015,0.0,0.04,0.0,0.0,0.265,0.105,0.115,0.005,0.0,0.0,0.03,0.0,0.085,0.005,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.02,0.005,0.0
10,32,,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.005,0.0,0.015,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.02,0.005,0.095,0.0,0.0,0.005,0.12,0.0,0.0,0.0,0.0,0.21,0.0,0.015,0.0,0.23,0.01,0.05,0.01,0.0
10,17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.0,0.0,0.0,0.015,0.0,0.0,0.245,0.09,0.095,0.005,0.0,0.015,0.07,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.005,0.0
10,10,,0.0,0.0,0.0,0.005,0.0,0.01,0.0,0.0,0.0,0.03,0.54,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.005,0.19,0.0,0.0,0.005,0.13,0.0,0.0,0.005,0.0,0.01,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.005
10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.555,0.0,0.0,0.0,0.005,0.0,0.0,0.055,0.005,0.125,0.0,0.0,0.01,0.015,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.005,0.0
10,10,,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.04,0.685,0.0,0.0,0.0,0.01,0.0,0.0,0.035,0.0,0.115,0.0,0.0,0.005,0.07,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.015,0.0,0.0,0.015,0.0
11,11,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.33,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.57,0.0,0.0,0.0,0.005,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.005,0.0
11,11,,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.005,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.01,0.88,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.205,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.885,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.405,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.015,0.0,0.0,0.0,0.0,0.0
11,11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.005,0.9,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.005,0.0
12,12,,0.015,0.0,0.0,0.005,0.015,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.72,0.05,0.02,0.015,0.0,0.005,0.005,0.0,0.045,0.0,0.0,0.005,0.01,0.035,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
12,12,,0.0,0.0,0.015,0.005,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.75,0.01,0.01,0.005,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.005,0.01,0.0,0.0,0.0,0.015,0.055,0.0
12,12,,0.005,0.005,0.0,0.095,0.0,0.01,0.0,0.0,0.005,0.045,0.005,0.005,0.425,0.01,0.015,0.005,0.0,0.005,0.175,0.0,0.02,0.0,0.0,0.005,0.0,0.04,0.005,0.0,0.0,0.0,0.005,0.015,0.0,0.0,0.025,0.075,0.0
12,0,,0.305,0.0,0.01,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.12,0.045,0.115,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.09,0.015,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.015,0.0
12,12,,0.005,0.0,0.025,0.085,0.0,0.005,0.0,0.0,0.005,0.035,0.0,0.005,0.495,0.005,0.03,0.0,0.0,0.015,0.16,0.0,0.005,0.005,0.0,0.01,0.0,0.015,0.01,0.0,0.0,0.005,0.005,0.005,0.0,0.0,0.02,0.05,0.0
12,12,,0.005,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.005,0.04,0.0,0.005,0.46,0.05,0.01,0.01,0.0,0.005,0.185,0.0,0.005,0.0,0.01,0.0,0.005,0.065,0.005,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.02,0.045,0.0
12,18,,0.005,0.0,0.005,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.005,0.005,0.27,0.025,0.035,0.02,0.0,0.005,0.325,0.0,0.06,0.0,0.005,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0
12,12,,0.005,0.0,0.01,0.09,0.005,0.005,0.0,0.005,0.02,0.005,0.0,0.0,0.655,0.015,0.03,0.015,0.0,0.0,0.055,0.0,0.02,0.005,0.0,0.01,0.0,0.005,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.005,0.0,0.0
12,12,,0.0,0.0,0.01,0.175,0.0,0.005,0.0,0.0,0.005,0.015,0.0,0.005,0.505,0.025,0.02,0.0,0.0,0.0,0.125,0.0,0.01,0.0,0.0,0.005,0.015,0.015,0.015,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.0
12,18,,0.005,0.005,0.01,0.02,0.0,0.0,0.0,0.0,0.005,0.07,0.015,0.0,0.235,0.02,0.01,0.005,0.0,0.035,0.41,0.0,0.005,0.0,0.005,0.0,0.0,0.07,0.005,0.0,0.0,0.005,0.0,0.01,0.0,0.0,0.005,0.05,0.0
12,12,,0.0,0.0,0.0,0.065,0.0,0.01,0.0,0.005,0.005,0.01,0.005,0.0,0.57,0.01,0.04,0.0,0.0,0.0,0.105,0.005,0.005,0.005,0.0,0.025,0.01,0.05,0.005,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.055,0.0,0.0
12,12,,0.125,0.0,0.005,0.005,0.08,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.165,0.065,0.115,0.14,0.0,0.0,0.005,0.0,0.11,0.02,0.0,0.0,0.075,0.02,0.01,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.01,0.035,0.0
13,1,,0.005,0.29,0.015,0.005,0.02,0.0,0.0,0.0,0.005,0.035,0.0,0.025,0.015,0.2,0.015,0.0,0.0,0.01,0.105,0.0,0.035,0.0,0.02,0.0,0.0,0.02,0.005,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.025,0.0
13,13,,0.0,0.005,0.02,0.09,0.04,0.0,0.005,0.005,0.025,0.0,0.0,0.0,0.055,0.635,0.01,0.01,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.015,0.005,0.02,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.005,0.0
13,13,,0.08,0.0,0.025,0.025,0.065,0.0,0.005,0.0,0.01,0.0,0.0,0.0,0.04,0.515,0.015,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.095,0.015,0.03,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.02,0.0
13,13,,0.005,0.0,0.0,0.04,0.015,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.04,0.83,0.0,0.005,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.015,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
13,13,,0.01,0.015,0.005,0.005,0.015,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.155,0.65,0.01,0.015,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.025,0.0,0.015,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.03,0.0
13,13,,0.02,0.035,0.02,0.0,0.005,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.11,0.505,0.015,0.01,0.0,0.0,0.04,0.0,0.015,0.0,0.005,0.0,0.015,0.035,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.005,0.035,0.0
13,13,,0.015,0.0,0.025,0.005,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.785,0.01,0.005,0.0,0.0,0.0,0.0,0.01,0.005,0.0,0.0,0.01,0.005,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.02,0.0
13,13,,0.03,0.01,0.02,0.01,0.055,0.0,0.005,0.0,0.0,0.02,0.0,0.0,0.015,0.64,0.025,0.01,0.0,0.0,0.015,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.005,0.04,0.0
13,13,,0.02,0.0,0.01,0.04,0.025,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.085,0.68,0.01,0.015,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.025,0.0
13,13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.08,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.015,0.0
13,13,,0.015,0.0,0.015,0.015,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.825,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
13,13,,0.0,0.0,0.01,0.01,0.005,0.0,0.0,0.0,0.005,0.015,0.0,0.005,0.23,0.6,0.0,0.005,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.005,0.01,0.0,0.0,0.0,0.005,0.0,0.01,0.0,0.0,0.005,0.03,0.0
14,14,,0.0,0.005,0.015,0.035,0.005,0.005,0.005,0.015,0.04,0.005,0.03,0.0,0.02,0.0,0.3,0.01,0.005,0.01,0.025,0.015,0.01,0.015,0.0,0.1,0.005,0.015,0.01,0.0,0.005,0.01,0.005,0.0,0.01,0.0,0.265,0.005,0.0
14,14,,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.365,0.0,0.0,0.035,0.005,0.07,0.0,0.0,0.0,0.155,0.0,0.005,0.0,0.0,0.06,0.0,0.01,0.0,0.1,0.01,0.08,0.03,0.0
14,25,,0.0,0.0,0.055,0.0,0.04,0.005,0.0,0.01,0.005,0.0,0.0,0.0,0.06,0.01,0.11,0.02,0.0,0.0,0.01,0.0,0.095,0.02,0.0,0.005,0.01,0.295,0.015,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.02,0.165,0.0
14,25,,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.025,0.0,0.01,0.0,0.21,0.0,0.0,0.0,0.1,0.005,0.005,0.0,0.0,0.015,0.0,0.42,0.0,0.0,0.0,0.0,0.015,0.0,0.005,0.0,0.02,0.16,0.0
14,34,,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.015,0.0,0.23,0.0,0.0,0.0,0.03,0.0,0.025,0.025,0.0,0.075,0.0,0.05,0.005,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.46,0.025,0.0
14,10,,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.36,0.005,0.005,0.0,0.05,0.0,0.0,0.04,0.035,0.165,0.005,0.0,0.02,0.04,0.0,0.065,0.0,0.0,0.015,0.0,0.005,0.005,0.025,0.015,0.01,0.05,0.0
14,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.01,0.0,0.095,0.0,0.0,0.01,0.16,0.0,0.0,0.0,0.0,0.015,0.0,0.525,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.135,0.0
14,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.0,0.015,0.0,0.025,0.0,0.0,0.0,0.15,0.0,0.015,0.0,0.0,0.005,0.0,0.665,0.0,0.0,0.0,0.0,0.01,0.005,0.0,0.0,0.025,0.065,0.0
14,14,,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.575,0.0,0.0,0.005,0.005,0.0,0.0,0.01,0.0,0.06,0.0,0.085,0.0,0.0,0.0,0.0,0.03,0.0,0.005,0.0,0.18,0.02,0.0
14,25,,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.015,0.0,0.025,0.0,0.3,0.0,0.0,0.01,0.04,0.005,0.02,0.005,0.0,0.06,0.005,0.315,0.005,0.0,0.0,0.0,0.015,0.0,0.005,0.0,0.11,0.05,0.0
15,9,,0.0,0.01,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.485,0.065,0.005,0.01,0.005,0.03,0.005,0.0,0.07,0.06,0.015,0.0,0.0,0.015,0.01,0.005,0.045,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.005,0.0,0.055,0.0
15,15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.005,0.0,0.005,0.375,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
15,15,,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.605,0.045,0.0,0.0,0.0,0.03,0.0,0.0,0.005,0.0,0.0,0.01,0.26,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
15,15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.01,0.0,0.005,0.15,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
15,27,,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.01,0.0,0.005,0.705,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
15,15,,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,27,,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.595,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
15,4,,0.005,0.015,0.035,0.01,0.165,0.0,0.005,0.0,0.015,0.02,0.005,0.0,0.1,0.16,0.01,0.025,0.0,0.0,0.065,0.0,0.065,0.0,0.015,0.005,0.05,0.035,0.01,0.0,0.0,0.01,0.0,0.045,0.0,0.0,0.005,0.125,0.0
15,27,,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.005,0.655,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
15,4,,0.045,0.0,0.015,0.015,0.17,0.005,0.05,0.0,0.015,0.0,0.0,0.0,0.06,0.125,0.025,0.16,0.0,0.0,0.005,0.0,0.06,0.0,0.0,0.0,0.105,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0
